DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
136,0.136882
33,0.136882
134,0.136882
250,0.136882
162,0.136882
290,0.136882
126,0.136882
102,0.136882
188,0.136882
140,0.136882
71,0.136882
230,0.136882
107,0.136882
178,0.136882
112,0.136882
145,0.136882
212,0.136882
50,0.136882
198,0.136882
210,0.136882
204,0.136882
222,0.136882
258,0.136882
46,0.136882
184,0.136882
160,0.136882
132,0.31113999999999997
9,0.31113999999999997
137,0.136882
278,0.136882
252,0.136882
176,0.136882
123,0.31113999999999997
293,0.136882
199,0.136882
254,0.136882
113,0.136882
21,0.136882
116,0.136882
47,0.136882
208,0.136882
270,0.136882
36,0.136882
131,0.136882
70,0.136882
94,0.136882
34,0.136882
66,0.136882
203,0.136882
234,0.136882
93,0.136882
279,0.136882
211,0.136882
38,0.136882
106,0.136882
237,0.136882
256,0.136882
24,0.136882
241,0.136882
90,0.136882
4,0.136882
52,0.136882
196,0.136882
170,0.136882
76,0.136882
269,0.136882
15,3.62814
25,0.136882
157,0.136882
166,0.136882
235,0.136882
109,0.136882
28,0.136882
260,0.136882
150,0.136882
60,0.136882
236,0.136882
128,0.31113999999999997
251,0.136882
17,0.136882
89,0.136882
309,1.013804
193,0.136882
226,0.136882
163,0.136882
23,0.136882
306,0.136882
13,0.136882
174,0.136882
264,0.136882
263,0.136882
18,0.136882
310,0.529375
175,0.136882
30,0.136882
122,0.136882
81,0.136882
27,0.136882
189,0.136882
53,0.136882
231,0.136882
1,0.136882
304,0.136882
64,0.136882
291,0.136882
61,0.136882
124,0.136882
206,0.136882
151,0.136882
148,0.136882
119,0.136882
49,0.136882
233,0.136882
2,4.219677
130,0.136882
239,0.136882
312,0.31113999999999997
141,0.136882
43,0.136882
105,0.136882
185,0.136882
57,0.136882
181,0.136882
305,0.136882
217,0.136882
216,0.136882
129,0.31113999999999997
191,0.136882
62,0.136882
16,10.088476899999998
165,0.136882
87,0.136882
190,0.136882
104,0.136882
298,0.136882
179,0.136882
294,0.136882
285,0.136882
171,0.136882
147,0.136882
45,0.136882
5,0.136882
167,0.136882
246,0.31113999999999997
308,0.136882
138,0.136882
255,0.136882
101,0.136882
32,0.136882
177,0.136882
6,0.136882
187,0.136882
221,0.136882
186,0.136882
261,0.136882
242,0.136882
3,4.219677
273,0.136882
22,0.136882
276,0.136882
19,0.136882
288,0.136882
99,0.136882
91,0.136882
35,0.136882
259,0.136882
55,0.136882
224,0.136882
302,0.136882
100,0.136882
139,0.136882
8,0.136882
183,0.136882
54,0.136882
135,0.136882
95,0.136882
80,0.136882
77,0.519282
152,0.136882
111,287.76209869999997
11,0.136882
92,0.136882
253,0.136882
201,0.136882
82,0.136882
39,0.136882
161,0.136882
265,0.136882
313,1.0768016999999999
98,0.136882
159,0.136882
83,0.31113999999999997
243,0.136882
275,0.136882
268,0.136882
65,3.62814
232,0.136882
63,0.136882
271,0.136882
42,0.136882
194,0.136882
10,0.31113999999999997
296,0.136882
299,0.136882
297,0.136882
103,0.136882
168,0.136882
257,0.136882
149,0.136882
41,0.136882
282,0.136882
29,0.136882
214,0.136882
238,0.136882
127,0.507003
311,0.136882
120,0.136882
31,0.136882
154,0.136882
48,0.136882
58,0.136882
287,0.136882
133,0.9171640000000001
202,0.136882
78,0.136882
228,0.136882
26,0.31113999999999997
301,0.136882
85,0.136882
158,0.136882
220,0.136882
245,0.136882
125,0.136882
97,0.136882
96,0.136882
79,0.136882
223,0.136882
307,0.136882
192,0.136882
108,0.136882
244,0.136882
267,0.136882
200,0.136882
56,0.136882
227,0.136882
121,0.136882
207,0.136882
110,0.136882
74,0.136882
213,0.136882
209,0.136882
205,0.136882
225,0.136882
117,0.136882
262,0.136882
155,0.136882
286,0.136882
295,0.136882
215,0.136882
249,3.02912
114,0.136882
68,0.136882
284,0.136882
143,0.136882
280,0.136882
277,0.136882
7,0.136882
146,0.136882
72,0.6227199999999999
169,0.136882
37,0.136882
144,0.136882
182,0.136882
303,0.136882
164,0.136882
283,0.136882
272,0.136882
118,0.136882
40,0.136882
229,0.136882
115,2.2073030000000005
20,0.136882
195,0.136882
281,0.136882
266,0.136882
197,0.136882
51,0.136882
289,0.136882
218,0.136882
14,49.626882
274,0.136882
247,3.02912
73,0.136882
67,0.136882
69,0.136882
84,0.136882
142,0.136882
219,0.136882
300,0.136882
75,0.136882
44,0.136882
292,0.136882
12,0.136882
173,0.136882
240,0.136882
88,0.136882
172,0.136882
156,0.136882
248,3.02912
59,0.136882
153,0.136882
86,0.136882
180,0.136882
