DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
110,0.601963
191,0.601963
145,0.601963
229,0.601963
216,0.601963
228,0.601963
35,0.601963
199,0.601963
135,0.601963
279,0.601963
245,0.601963
258,0.601963
57,0.601963
26,0.601963
261,0.601963
254,0.601963
151,0.601963
75,0.601963
58,0.601963
153,0.601963
230,0.601963
177,0.601963
287,0.601963
105,0.601963
185,0.601963
14,7.104877
264,0.601963
192,0.601963
163,0.601963
294,0.601963
133,0.601963
266,0.601963
259,0.601963
202,0.601963
96,3.605423
262,0.601963
115,0.601963
282,0.601963
247,0.601963
62,0.601963
251,0.601963
277,0.601963
100,7.299486
256,0.601963
138,0.601963
313,15.143089999999999
104,7.299486
98,3.605423
291,0.601963
130,0.601963
175,0.601963
270,0.601963
208,0.601963
101,7.299486
125,0.601963
236,0.601963
16,47.174063999999994
141,0.601963
237,0.601963
119,0.601963
203,0.601963
154,0.601963
198,0.601963
51,0.601963
29,0.601963
252,0.601963
43,0.601963
220,0.601963
263,0.601963
268,0.601963
213,0.601963
234,0.601963
193,0.601963
166,0.601963
239,0.601963
6,0.601963
55,0.601963
97,3.605423
88,3.605423
187,0.601963
168,0.601963
63,0.601963
103,0.601963
53,0.601963
235,0.601963
218,0.601963
90,3.605423
13,0.601963
93,3.605423
293,0.601963
86,3.605423
120,0.601963
129,0.601963
226,0.601963
60,0.601963
171,0.601963
250,0.601963
67,0.601963
38,0.601963
147,0.601963
269,0.601963
219,0.601963
64,0.601963
265,0.601963
289,0.601963
20,0.601963
248,0.601963
285,0.601963
158,0.601963
84,3.605423
107,3.605423
227,0.601963
40,0.601963
223,0.601963
301,0.601963
106,3.605423
79,7.299486
302,0.601963
72,13.007963
27,0.601963
142,0.601963
78,3.605423
310,5.362213000000001
1,0.601963
3,33.224157
284,0.601963
214,0.601963
118,0.601963
24,0.601963
99,0.601963
71,0.601963
8,0.601963
82,0.601963
155,0.601963
34,0.601963
212,0.601963
249,0.601963
292,0.601963
160,0.601963
298,0.601963
112,0.601963
157,0.601963
306,0.601963
111,74.1761
37,0.601963
183,0.601963
179,0.601963
209,0.601963
204,0.601963
195,0.601963
190,0.601963
290,0.601963
274,0.601963
283,0.601963
238,0.601963
231,0.601963
94,0.601963
222,0.601963
182,0.601963
74,0.601963
17,0.601963
18,0.601963
36,0.601963
52,0.601963
11,0.601963
45,0.601963
42,0.601963
21,0.601963
91,0.601963
273,0.601963
281,0.601963
128,0.601963
215,0.601963
140,0.601963
304,0.601963
121,0.601963
139,0.601963
225,0.601963
70,0.601963
144,0.601963
87,3.605423
30,0.601963
300,0.601963
181,0.601963
114,0.601963
206,0.601963
174,0.601963
31,0.601963
267,0.601963
311,0.601963
95,0.601963
196,0.601963
10,0.601963
85,3.605423
76,3.605423
108,3.605423
255,0.601963
22,22.433161
184,0.601963
170,0.601963
47,0.601963
260,0.601963
172,0.601963
211,0.601963
194,0.601963
89,3.605423
307,0.601963
280,0.601963
176,0.601963
276,0.601963
59,0.601963
246,0.601963
137,0.601963
4,0.601963
124,0.601963
243,0.601963
117,3.605423
303,0.601963
32,0.601963
131,0.601963
305,0.601963
288,0.601963
50,0.601963
134,0.601963
9,0.601963
180,0.601963
197,0.601963
92,3.605423
210,0.601963
41,0.601963
299,0.601963
46,0.601963
5,0.601963
169,0.601963
308,3.013987
7,0.601963
286,0.601963
19,0.601963
161,0.601963
44,0.601963
165,0.601963
297,0.601963
162,0.601963
159,0.601963
109,3.605423
122,0.601963
257,0.601963
201,0.601963
127,0.601963
25,0.601963
136,0.601963
309,23.390675
15,2.5528399999999998
217,0.601963
83,0.601963
189,0.601963
102,3.605423
221,0.601963
271,0.601963
242,0.601963
207,0.601963
61,0.601963
132,0.601963
143,0.601963
113,0.601963
148,0.601963
33,0.601963
244,0.601963
240,0.601963
73,0.601963
23,0.601963
12,0.601963
2,33.224157
150,0.601963
188,0.601963
152,0.601963
66,0.601963
56,0.601963
54,0.601963
296,0.601963
49,0.601963
149,0.601963
39,0.601963
278,0.601963
65,5.888263
81,3.605423
156,0.601963
173,0.601963
68,0.601963
295,0.601963
186,0.601963
69,0.601963
116,6.093945
241,0.601963
48,0.601963
253,0.601963
205,0.601963
123,1.9313230000000001
224,0.601963
77,3.605423
200,9.205962999999999
126,0.601963
80,0.601963
146,0.601963
312,0.601963
275,0.601963
232,0.601963
178,0.601963
272,0.601963
164,0.601963
28,0.601963
233,0.601963
167,0.601963
