DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
309,7.96875
136,7.96875
35,7.96875
32,7.96875
15,7.96875
63,7.96875
133,7.96875
50,7.96875
76,7.96875
16,7.96875
117,7.96875
162,7.96875
85,7.96875
200,7.96875
38,7.96875
151,7.96875
77,7.96875
30,7.96875
129,7.96875
69,7.96875
269,7.96875
53,8.99108
197,7.96875
298,7.96875
22,10.90322
54,7.96875
141,7.96875
89,7.96875
113,7.96875
55,7.96875
106,7.96875
123,7.96875
283,7.96875
112,7.96875
51,7.96875
306,7.96875
214,7.96875
48,7.96875
96,7.96875
103,7.96875
233,7.96875
236,7.96875
256,7.96875
288,7.96875
120,7.96875
70,7.96875
207,7.96875
182,7.96875
167,7.96875
243,7.96875
174,7.96875
279,7.96875
205,7.96875
209,7.96875
171,7.96875
280,7.96875
139,7.96875
61,7.96875
293,7.96875
175,7.96875
23,7.96875
297,7.96875
180,7.96875
81,7.96875
220,7.96875
292,7.96875
78,7.96875
194,7.96875
36,7.96875
99,7.96875
290,7.96875
254,7.96875
79,7.96875
68,7.96875
277,7.96875
259,7.96875
98,7.96875
303,7.96875
245,7.96875
124,7.96875
100,7.96875
143,7.96875
263,7.96875
262,7.96875
176,7.96875
152,7.96875
181,7.96875
95,7.96875
311,7.96875
140,7.96875
5,7.96875
41,7.96875
37,7.96875
144,7.96875
97,7.96875
60,7.96875
226,7.96875
204,7.96875
184,7.96875
224,7.96875
305,7.96875
83,7.96875
281,7.96875
273,7.96875
189,7.96875
198,7.96875
164,7.96875
150,7.96875
86,7.96875
212,7.96875
271,7.96875
237,7.96875
34,7.96875
222,7.96875
8,7.96875
157,7.96875
312,7.96875
130,7.96875
228,7.96875
203,7.96875
310,7.96875
225,7.96875
59,7.96875
27,7.96875
118,7.96875
168,7.96875
172,7.96875
142,7.96875
6,7.96875
147,7.96875
75,7.96875
9,7.96875
64,7.96875
267,7.96875
169,7.96875
159,7.96875
109,7.96875
232,7.96875
307,7.96875
166,7.96875
74,7.96875
126,7.96875
289,7.96875
261,7.96875
286,7.96875
250,7.96875
90,7.96875
208,7.96875
66,7.96875
282,7.96875
134,7.96875
108,7.96875
156,7.96875
122,7.96875
67,7.96875
234,7.96875
246,7.96875
219,7.96875
47,7.96875
278,7.96875
52,8.99108
251,7.96875
10,7.96875
148,7.96875
186,7.96875
18,7.96875
192,7.96875
138,7.96875
275,7.96875
258,7.96875
268,7.96875
193,7.96875
58,7.96875
132,7.96875
153,7.96875
107,7.96875
299,7.96875
255,7.96875
11,7.96875
253,7.96875
149,7.96875
145,7.96875
65,7.96875
235,7.96875
44,7.96875
25,7.96875
215,7.96875
266,7.96875
49,7.96875
158,7.96875
94,7.96875
56,7.96875
187,7.96875
146,7.96875
12,7.96875
19,7.96875
92,7.96875
296,7.96875
31,7.96875
45,7.96875
300,7.96875
199,7.96875
216,7.96875
252,7.96875
165,7.96875
295,7.96875
91,7.96875
29,7.96875
218,7.96875
28,7.96875
240,7.96875
115,7.96875
163,7.96875
42,7.96875
213,7.96875
1,7.96875
183,7.96875
46,7.96875
291,7.96875
264,7.96875
110,7.96875
137,7.96875
173,7.96875
211,7.96875
105,7.96875
39,7.96875
247,7.96875
125,7.96875
201,7.96875
40,7.96875
102,7.96875
26,7.96875
260,7.96875
111,15.807
178,7.96875
17,7.96875
239,7.96875
24,7.96875
287,7.96875
302,7.96875
21,7.96875
179,7.96875
217,7.96875
206,7.96875
71,7.96875
276,7.96875
72,7.96875
304,7.96875
221,7.96875
131,7.96875
127,7.96875
230,7.96875
270,7.96875
244,7.96875
241,7.96875
177,7.96875
188,7.96875
14,7.96875
294,7.96875
249,7.96875
284,7.96875
210,7.96875
202,7.96875
87,7.96875
119,7.96875
114,7.96875
62,7.96875
242,7.96875
101,7.96875
121,7.96875
57,7.96875
231,7.96875
274,7.96875
82,7.96875
20,7.96875
229,7.96875
155,7.96875
223,7.96875
116,11.19755
4,7.96875
227,7.96875
160,7.96875
128,7.96875
257,7.96875
308,7.96875
185,7.96875
190,7.96875
73,7.96875
7,7.96875
80,7.96875
161,7.96875
104,7.96875
170,7.96875
93,7.96875
33,7.96875
13,7.96875
265,7.96875
84,7.96875
313,7.96875
238,7.96875
272,7.96875
196,7.96875
88,7.96875
43,7.96875
154,7.96875
285,7.96875
135,7.96875
195,7.96875
248,7.96875
191,7.96875
301,7.96875
