DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
168,2.6264950000000002
312,3.769635
272,2.6264950000000002
1,2.6264950000000002
254,2.6264950000000002
133,4.865905
9,3.769635
311,2.6264950000000002
183,2.6264950000000002
139,2.6264950000000002
116,2.6264950000000002
166,2.6264950000000002
299,2.6264950000000002
137,2.6264950000000002
120,2.6264950000000002
250,2.6264950000000002
136,2.6264950000000002
20,2.6264950000000002
194,2.6264950000000002
212,2.6264950000000002
146,2.6264950000000002
231,2.6264950000000002
18,2.6264950000000002
59,2.6264950000000002
222,2.6264950000000002
52,2.6264950000000002
221,2.6264950000000002
40,2.6264950000000002
289,2.6264950000000002
148,2.6264950000000002
276,2.6264950000000002
150,2.6264950000000002
78,2.6264950000000002
313,55.79184200000001
235,2.6264950000000002
24,2.6264950000000002
174,2.6264950000000002
95,2.6264950000000002
35,2.6264950000000002
7,2.6264950000000002
86,2.6264950000000002
204,2.6264950000000002
19,2.6264950000000002
291,2.6264950000000002
124,2.6264950000000002
108,2.6264950000000002
65,16.734984999999998
238,2.6264950000000002
126,2.6264950000000002
115,14.147955
262,2.6264950000000002
69,2.6264950000000002
301,2.6264950000000002
191,2.6264950000000002
172,2.6264950000000002
85,2.6264950000000002
110,2.6264950000000002
229,2.6264950000000002
226,2.6264950000000002
208,2.6264950000000002
245,2.6264950000000002
156,2.6264950000000002
152,2.6264950000000002
41,2.6264950000000002
68,2.6264950000000002
16,37.494745
233,2.6264950000000002
147,2.6264950000000002
8,2.6264950000000002
138,2.6264950000000002
196,2.6264950000000002
211,2.6264950000000002
64,2.6264950000000002
43,2.6264950000000002
270,2.6264950000000002
258,2.6264950000000002
2,6.48301
36,2.6264950000000002
71,2.6264950000000002
306,2.6264950000000002
26,3.769635
175,2.6264950000000002
98,2.6264950000000002
257,2.6264950000000002
283,2.6264950000000002
28,2.6264950000000002
130,2.6264950000000002
263,2.6264950000000002
67,2.6264950000000002
179,2.6264950000000002
274,2.6264950000000002
176,2.6264950000000002
269,2.6264950000000002
310,22.903535
260,2.6264950000000002
112,2.6264950000000002
281,2.6264950000000002
97,2.6264950000000002
309,56.65736400000001
178,2.6264950000000002
255,2.6264950000000002
105,2.6264950000000002
244,2.6264950000000002
294,2.6264950000000002
93,2.6264950000000002
162,2.6264950000000002
303,2.6264950000000002
261,2.6264950000000002
241,2.6264950000000002
171,2.6264950000000002
80,2.6264950000000002
264,2.6264950000000002
135,2.6264950000000002
154,2.6264950000000002
34,2.6264950000000002
198,2.6264950000000002
210,2.6264950000000002
206,2.6264950000000002
184,2.6264950000000002
143,2.6264950000000002
113,2.6264950000000002
45,2.6264950000000002
239,2.6264950000000002
107,2.6264950000000002
88,2.6264950000000002
302,2.6264950000000002
27,2.6264950000000002
252,2.6264950000000002
236,2.6264950000000002
57,2.6264950000000002
199,2.6264950000000002
273,2.6264950000000002
132,3.769635
75,2.6264950000000002
155,2.6264950000000002
33,2.6264950000000002
72,7.709015000000001
49,2.6264950000000002
247,5.498605
96,2.6264950000000002
76,2.6264950000000002
188,2.6264950000000002
117,2.6264950000000002
47,2.6264950000000002
39,2.6264950000000002
219,2.6264950000000002
109,2.6264950000000002
242,2.6264950000000002
62,2.6264950000000002
38,2.6264950000000002
163,2.6264950000000002
92,2.6264950000000002
220,2.6264950000000002
131,2.6264950000000002
218,2.6264950000000002
181,2.6264950000000002
189,2.6264950000000002
284,2.6264950000000002
29,2.6264950000000002
232,2.6264950000000002
190,2.6264950000000002
267,2.6264950000000002
21,2.6264950000000002
160,2.6264950000000002
223,2.6264950000000002
83,3.769635
127,5.439955
256,2.6264950000000002
279,2.6264950000000002
268,2.6264950000000002
42,2.6264950000000002
161,2.6264950000000002
25,2.6264950000000002
288,2.6264950000000002
265,2.6264950000000002
145,2.6264950000000002
153,2.6264950000000002
240,2.6264950000000002
201,2.6264950000000002
297,2.6264950000000002
192,2.6264950000000002
74,2.6264950000000002
140,2.6264950000000002
246,3.769635
89,2.6264950000000002
128,3.769635
84,2.6264950000000002
298,2.6264950000000002
94,2.6264950000000002
60,2.6264950000000002
205,2.6264950000000002
100,2.6264950000000002
13,2.6264950000000002
185,2.6264950000000002
5,2.6264950000000002
253,2.6264950000000002
280,2.6264950000000002
234,2.6264950000000002
142,2.6264950000000002
151,2.6264950000000002
177,2.6264950000000002
125,2.6264950000000002
6,2.6264950000000002
193,2.6264950000000002
180,2.6264950000000002
23,2.6264950000000002
15,16.734984999999998
104,2.6264950000000002
53,2.6264950000000002
248,5.498605
225,2.6264950000000002
275,2.6264950000000002
286,2.6264950000000002
30,2.6264950000000002
200,2.6264950000000002
87,2.6264950000000002
10,3.769635
101,2.6264950000000002
165,2.6264950000000002
167,2.6264950000000002
266,2.6264950000000002
119,2.6264950000000002
209,2.6264950000000002
3,6.48301
129,3.769635
56,2.6264950000000002
