DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
107,303.20226099999996
153,303.20226099999996
210,303.20226099999996
144,303.20226099999996
272,303.20226099999996
212,303.20226099999996
242,303.20226099999996
139,303.20226099999996
95,303.20226099999996
72,305.624171
22,319.0829515
195,303.20226099999996
216,303.20226099999996
299,303.20226099999996
247,303.20226099999996
62,303.20226099999996
217,303.20226099999996
237,303.20226099999996
115,303.20226099999996
267,303.20226099999996
152,303.20226099999996
88,303.20226099999996
119,303.20226099999996
50,303.20226099999996
41,304.86114
63,303.20226099999996
61,303.20226099999996
243,303.20226099999996
283,303.20226099999996
207,303.20226099999996
235,303.20226099999996
10,303.32505499999996
297,303.20226099999996
260,303.20226099999996
111,319.79326499999996
4,303.20226099999996
6,303.20226099999996
150,303.20226099999996
92,303.20226099999996
222,303.20226099999996
23,303.20226099999996
224,303.20226099999996
290,303.20226099999996
101,303.20226099999996
5,303.20226099999996
65,304.59949099999994
156,303.20226099999996
296,303.20226099999996
81,303.20226099999996
250,303.20226099999996
44,303.20226099999996
161,303.20226099999996
82,303.20226099999996
94,303.20226099999996
248,303.20226099999996
142,303.20226099999996
83,303.20226099999996
75,303.20226099999996
276,303.20226099999996
19,303.20226099999996
291,303.20226099999996
266,303.20226099999996
312,303.20226099999996
275,303.20226099999996
230,303.20226099999996
102,303.20226099999996
177,303.20226099999996
295,303.20226099999996
306,303.20226099999996
25,303.20226099999996
91,303.20226099999996
12,303.20226099999996
15,306.24790299999995
149,303.20226099999996
67,303.20226099999996
284,303.20226099999996
16,306.23101099999997
193,303.20226099999996
77,303.20226099999996
205,303.20226099999996
42,303.20226099999996
148,303.20226099999996
164,303.20226099999996
159,303.20226099999996
163,303.20226099999996
73,303.20226099999996
268,303.20226099999996
288,303.20226099999996
211,303.20226099999996
286,303.20226099999996
114,303.20226099999996
38,303.20226099999996
71,303.20226099999996
35,303.20226099999996
64,303.20226099999996
236,303.20226099999996
271,303.20226099999996
233,303.20226099999996
282,303.20226099999996
262,303.20226099999996
183,303.20226099999996
213,303.20226099999996
196,303.20226099999996
93,303.20226099999996
185,303.20226099999996
98,303.20226099999996
245,303.20226099999996
127,303.20226099999996
20,303.20226099999996
307,303.20226099999996
214,303.20226099999996
138,303.20226099999996
24,303.20226099999996
117,303.44607499999995
109,303.77612999999997
173,303.20226099999996
85,303.20226099999996
39,303.20226099999996
147,303.20226099999996
130,303.20226099999996
255,303.20226099999996
168,303.20226099999996
90,303.20226099999996
203,303.20226099999996
8,303.20226099999996
174,303.20226099999996
270,303.20226099999996
118,303.20226099999996
86,303.20226099999996
13,303.20226099999996
40,303.20226099999996
202,303.20226099999996
125,303.20226099999996
45,303.20226099999996
178,303.20226099999996
313,317.76631399999997
232,303.20226099999996
57,303.20226099999996
17,303.20226099999996
231,303.20226099999996
206,303.20226099999996
68,303.20226099999996
131,303.20226099999996
188,303.20226099999996
31,303.20226099999996
121,303.20226099999996
238,303.20226099999996
112,303.20226099999996
264,303.20226099999996
157,303.20226099999996
303,303.20226099999996
14,315.94114199999996
198,303.20226099999996
277,303.20226099999996
278,303.20226099999996
273,303.20226099999996
197,303.20226099999996
99,303.20226099999996
274,303.20226099999996
160,303.20226099999996
302,303.20226099999996
258,303.20226099999996
209,303.20226099999996
66,303.20226099999996
146,303.20226099999996
154,303.20226099999996
182,303.20226099999996
308,315.41760299999993
104,303.20226099999996
59,303.20226099999996
257,303.20226099999996
87,303.20226099999996
37,303.20226099999996
56,303.20226099999996
226,303.20226099999996
110,303.20226099999996
133,303.64512399999995
259,303.20226099999996
184,303.20226099999996
137,303.20226099999996
280,303.20226099999996
191,303.20226099999996
9,303.20226099999996
34,303.20226099999996
79,303.20226099999996
170,303.20226099999996
167,303.20226099999996
53,303.20226099999996
96,303.77612999999997
32,303.20226099999996
18,303.20226099999996
194,303.20226099999996
181,303.20226099999996
140,303.20226099999996
311,303.20226099999996
263,303.20226099999996
228,303.20226099999996
108,303.20226099999996
186,303.20226099999996
309,319.64667099999997
97,303.20226099999996
113,303.20226099999996
76,303.20226099999996
219,303.20226099999996
249,303.20226099999996
240,303.20226099999996
134,303.20226099999996
58,303.20226099999996
305,303.20226099999996
116,306.62079099999994
176,303.20226099999996
300,303.20226099999996
192,303.20226099999996
251,303.20226099999996
281,303.20226099999996
70,303.20226099999996
54,303.20226099999996
285,303.20226099999996
36,303.75811799999997
60,303.20226099999996
225,303.20226099999996
1,303.20226099999996
252,303.20226099999996
172,303.20226099999996
253,303.20226099999996
11,303.20226099999996
126,303.20226099999996
51,303.20226099999996
175,303.20226099999996
165,303.20226099999996
169,303.20226099999996
89,303.20226099999996
289,303.20226099999996
158,303.20226099999996
132,303.32505499999996
208,303.20226099999996
223,303.20226099999996
166,303.20226099999996
279,303.20226099999996
180,303.20226099999996
187,303.20226099999996
239,303.20226099999996
