DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
5,178.539
104,179.91181999999998
38,178.539
52,178.539
248,315.648
107,179.91181999999998
95,178.539
167,178.539
89,179.91181999999998
102,179.91181999999998
230,178.539
229,178.539
279,178.539
180,178.539
115,178.539
37,178.539
278,178.539
45,178.539
58,178.539
76,179.91181999999998
77,179.91181999999998
283,178.539
127,178.539
204,178.539
181,178.539
32,178.539
234,178.539
217,178.539
221,178.539
220,178.539
17,178.539
250,178.539
197,178.539
47,178.539
242,178.539
233,178.539
202,178.539
27,180.35449999999997
131,178.539
4,178.539
103,178.539
22,180.304524
12,178.539
275,178.539
182,178.539
11,178.539
264,178.539
268,178.539
241,178.539
133,179.374845
155,178.539
313,181.76586899999998
122,178.539
53,178.539
294,178.539
281,178.539
228,178.539
35,178.539
240,178.539
231,178.539
309,181.26156799999998
211,178.539
28,178.539
299,178.539
273,178.539
97,179.91181999999998
91,178.539
15,180.15695
191,178.539
74,178.539
144,178.539
20,178.539
199,178.539
2,7.687466000000001
36,178.539
311,178.539
154,178.539
247,315.648
214,178.539
10,178.539
188,178.539
259,178.539
153,178.539
109,179.91181999999998
267,178.539
71,178.539
305,178.539
80,178.539
30,178.539
14,202.923357
282,178.539
274,178.539
25,178.539
39,178.539
116,180.12786
56,178.539
117,179.91181999999998
287,178.539
252,178.539
245,178.539
172,178.539
189,178.539
256,178.539
63,178.539
292,178.539
135,178.539
55,178.539
125,178.539
308,201.737317
168,178.539
251,178.539
101,179.91181999999998
100,179.91181999999998
46,178.539
6,178.539
284,178.539
66,178.539
33,178.539
260,178.539
113,178.539
69,178.539
40,178.539
138,178.539
307,178.539
158,178.539
206,178.539
165,178.539
16,218.040184
190,178.539
81,179.91181999999998
272,178.539
50,178.539
150,178.539
164,178.539
141,178.539
175,178.539
203,178.539
132,178.539
170,178.539
62,178.539
19,178.539
257,178.539
7,178.539
129,178.539
266,178.539
270,178.539
124,178.539
226,178.539
140,178.539
118,178.539
92,179.91181999999998
171,178.539
82,178.539
212,178.539
285,178.539
1,178.539
161,178.539
87,179.91181999999998
84,179.91181999999998
215,178.539
179,178.539
232,178.539
236,178.539
142,178.539
237,178.539
198,178.539
90,179.91181999999998
29,178.539
174,178.539
159,178.539
64,178.539
8,178.539
288,178.539
176,178.539
41,181.414212
207,178.539
208,178.539
310,178.851454
148,178.539
98,179.91181999999998
94,178.539
57,178.539
86,179.91181999999998
192,178.539
306,178.539
166,178.539
60,178.539
213,178.539
111,184.31740389999996
73,178.539
3,7.687466000000001
121,178.539
222,178.539
255,178.539
106,179.91181999999998
243,178.539
173,178.539
218,178.539
130,178.539
83,178.539
51,178.539
290,178.539
210,178.539
223,178.539
13,178.539
177,178.539
99,178.539
119,178.539
128,178.539
137,178.539
68,178.539
262,178.539
49,178.539
59,178.539
280,178.539
301,178.539
209,178.539
286,178.539
297,178.539
235,178.539
151,178.539
291,178.539
139,178.539
258,178.539
238,178.539
298,178.539
227,178.539
112,178.539
48,178.539
75,178.539
289,178.539
67,178.539
184,178.539
239,178.539
276,178.539
44,178.539
78,179.91181999999998
157,178.539
34,178.539
18,178.539
183,178.539
85,179.91181999999998
277,178.539
108,179.91181999999998
249,315.648
194,178.539
152,178.539
216,178.539
225,178.539
162,178.539
246,178.539
261,178.539
178,178.539
54,178.539
265,178.539
244,178.539
9,179.56778999999997
79,179.91181999999998
304,178.539
96,179.91181999999998
43,178.539
123,178.539
160,178.539
269,178.539
134,178.539
193,178.539
200,2452.5609999999997
219,178.539
126,178.539
186,178.539
145,178.539
254,178.539
146,178.539
195,178.539
147,178.539
196,178.539
185,178.539
149,178.539
205,178.539
296,178.539
136,178.539
88,179.91181999999998
110,178.539
253,178.539
21,178.539
163,178.539
72,180.71087999999997
271,178.539
42,180.35449999999997
105,178.539
23,178.539
120,178.539
156,178.539
303,178.539
293,178.539
169,178.539
187,178.539
31,178.539
70,178.539
201,178.539
295,178.539
24,178.539
65,179.88366
263,178.539
312,178.539
114,178.539
143,178.539
93,179.91181999999998
26,178.539
300,178.539
224,178.539
302,178.539
61,178.539
